noticia,data_hora,neutro_dia,dia,neutro_semana,semana,neutro_mes,mes,std_var_1d,std_var_7d,std_var_30d,volatilidade_momento,preco_ref,preco_1d,preco_7d,preco_30d
Clima adverso no Vietnã consolida altas moderadas do café robusta no fechamento desta 5ª feira (27),2025-11-27 16:46:00,0,0,0,0,0,0,-3.6849538477430874,-5.91305642912222,-39.63143824845579,0.0026096625670162556,470.2,465.7,463.0,424.0
Mercado de café do Vietnã lida com suprimentos ainda limitados,2025-11-27 12:21:00,1,1,0,0,0,0,1.1622668371164218,-4.563284081530165,-39.04032612465447,0.002649175638128118,470.2,471.65,464.55,424.0
Preços do café robusta trabalhavam em campo misto em Londres na manhã desta 5ª feira (27),2025-11-27 09:43:00,0,1,0,0,0,0,2.785315009825699,-4.419062572537304,-39.108442899881126,0.002660870545520819,470.5,474.0,465.0,424.0
Aprovação do Parlamento Europeu para adiamento da EUDR derruba os preços do café no fechamento desta 4ª feira (26),2025-11-26 17:22:00,0,1,0,0,0,0,2.7043732286883224,-6.371928164281468,-40.65049764880176,0.00261737788182759,471.6,474.95,463.8,424.0
Preços do café seguem pressionados pelo clima e realizavam lucros na manhã desta 4ª feira (26),2025-11-26 10:00:00,1,0,0,0,0,0,-1.8668644765272913,-9.306923245912357,-44.18948795153514,0.002670197346590761,472.6,470.25,461.0,420.0
Café/Cepea: Retirada de tarifas de 40% pelos EUA deve favorecer exportação brasileira,2025-11-26 07:41:00,1,1,0,0,0,0,1.8956720573808306,-6.689640176038455,-45.061779707825124,0.0026276688241106765,470.6,472.95,462.4,418.05
"Café sobe forte em Londres e NY nesta 3ª feira, com clima adverso no Vietnã e no Brasil",2025-11-25 16:04:00,1,1,0,0,0,0,1.8956720573808306,-6.689640176038455,-45.061779707825124,0.0026276688241106765,470.6,472.95,462.4,418.05
Cooxupé é eleita campeã em Sustentabilidade no Prêmio Melhores do Agronegócio 2025,2025-11-25 15:34:00,1,0,0,0,0,0,-0.5238972910598148,-7.97661547892667,-45.06131909778935,0.0026371250369340506,470.8,470.15,461.0,418.05
Preços do café se consolidam em lados opostos nas bolsas internacionais no fechamento desta 2ª feira (24),2025-11-24 17:33:00,0,1,0,1,0,0,4.814064997869189,3.163852779452499,-38.349825986717974,0.002713649057955927,463.9,470.0,467.9,418.05
Média de embarques e faturamento do café torrado se mantém em baixa na 3ª semana de novembro/25,2025-11-24 16:57:00,0,1,0,1,0,0,4.814064997869189,3.163852779452499,-38.349825986717974,0.002713649057955927,463.9,470.0,467.9,418.05
Cecafé enaltece sustentabilidade da cafeicultura brasileira na COP30,2025-11-24 13:45:00,0,1,0,1,0,0,3.818430731235686,2.867651435709046,-37.3211639902576,0.0028057659528412516,464.2,469.2,467.95,418.05
Mercado cafeeiro inicia semana volátil e trabalhava em campo misto nas bolsas na manhã desta 2ª feira (24),2025-11-24 09:37:00,0,1,0,1,0,0,2.1463799322629953,4.134969694489978,-32.38729113327598,0.002976044731285266,460.35,463.3,466.05,418.05
Retirada das tarifas dos EUA sobre café  brasileiro derruba futuros em NY e Londres nesta 6ª feira,2025-11-21 18:01:00,1,1,0,1,0,0,1.2148498445147218,5.255654445613467,-31.577237818954472,0.003047700079791567,458.3,460.0,465.7,416.25
Indústria Brasileira de Café Solúvel mantém a luta pela reversão de tarifas nos EUA diante da exclusão do produto das isenções recentemente anunciadas,2025-11-21 12:02:00,0,1,0,1,0,0,9.237774783936004,16.039952924092677,-19.79014952040321,0.003442907151771356,445.6,460.0,470.9,416.25
BSCA: Retirada das taxas sobre exportações dos cafés especiais aos EUA corrige distorções do mercado,2025-11-21 11:18:00,0,1,0,1,0,0,9.467313607427,16.777394267069994,-18.785482242688847,0.0035373648936792693,444.85,460.0,472.05,416.25
Saca de café do Cerrado Mineiro é vendida por R$ 200 mil e quebra recorde nacional,2025-11-21 11:12:00,0,1,0,1,0,0,9.957796488057173,17.231211585841738,-18.15329030546323,0.0035551968845090477,444.0,460.0,472.05,416.25
Cecafé: Trabalho de representação continua junto ao governo brasileiro e contrapartes dos EUA,2025-11-21 10:42:00,0,1,0,1,0,0,8.009018725479457,13.937847841819373,-19.272681299696423,0.0036632778784408903,446.7,460.0,470.1,416.25
"Com queda da taxação, preços do café trabalhavam com baixas de mais de 4% na manhã desta 6ª feira (21)",2025-11-21 10:40:00,0,1,0,1,0,0,8.009018725479457,14.45996384005939,-19.272681299696423,0.0036632778784408903,446.7,460.0,471.0,416.25
Preços globais do café despencam após Trump remover tarifas sobre café brasileiro,2025-11-21 08:46:00,0,0,0,1,0,0,-4.617502560476506,6.970355428072396,-40.827178344362245,0.0027600481369944568,465.9,460.0,474.95,416.25
"Após retirada das tarifas, Cecafé trabalha para retomada dos blends e para isenção também do solúvel",2025-11-21 07:06:00,0,0,0,1,0,0,-4.617502560476506,6.970355428072396,-40.827178344362245,0.0027600481369944568,465.9,460.0,474.95,416.25
Café robusta sobe mais de 2% em Londres nesta 5ª com chuvas fortes no Vietnã,2025-11-20 16:29:00,0,0,0,1,0,0,-4.617502560476506,6.970355428072396,-40.827178344362245,0.0027600481369944568,465.9,460.0,474.95,416.25
"Café: Futuros sobem forte nas bolsas de NY e Londres nesta 5ª, ainda apoiados nos fundamentos",2025-11-20 08:37:00,0,0,0,1,0,0,-12.339274470883412,5.441447065768564,-40.827178344362245,0.0027600481369944568,465.9,450.3,472.95,416.25
Previsão de chuva no BR derruba preço do café arábica em mais de 3% no fechamento desta 4ª feira (19),2025-11-19 17:10:00,0,0,0,1,0,0,-12.339274470883412,5.441447065768564,-40.827178344362245,0.0027600481369944568,465.9,450.3,472.95,416.25
"Enchentes atingem o Vietnã, causam mortes e afetam colheita de café",2025-11-19 10:10:00,0,0,0,1,0,0,-12.167337452041327,2.3611985818734866,-36.92654646790999,0.002851955033786705,466.2,450.3,469.35,419.6
"Após dias de ganhos, preços do café recuam em realização de lucros na manhã desta 4ª feira (19)",2025-11-19 10:07:00,0,0,1,1,0,0,-13.47514664440666,1.0067538800158957,-38.1548804588934,0.0028611390753305144,468.0,450.3,469.35,419.6
Café/Cepea: Retirada parcial de tarifas pelos EUA mantém risco competitivo ao café do BR,2025-11-19 07:35:00,0,0,1,0,0,0,-16.66758870068364,-1.7057709583845457,-42.67603279614831,0.002861862651589727,472.3,450.3,470.0,418.0
Mercado cafeeiro se consolida novamente com ganhos de mais de 2% no fechamento da sessão desta 3ª feira (18),2025-11-18 17:15:00,0,0,1,0,0,0,-16.66758870068364,-1.7057709583845457,-42.67603279614831,0.002861862651589727,472.3,450.3,470.0,418.0
O gosto amargo da taxação: Ausência do café do Brasil nos blends americanos faz setor temer mudança de paladar e perda de mercado,2025-11-18 15:16:00,0,0,1,1,0,0,-3.835717513892913,0.22214393363319568,-40.234351960336625,0.002869384503381873,470.5,465.35,470.8,419.2
Especialíssimo 2025 revela finalistas e premia cafés de excelência neste dia 21/11,2025-11-18 11:43:00,0,0,0,0,0,0,-4.501502964654977,-5.899206364280747,-35.96092609332029,0.0030739440389539047,473.0,466.5,464.5,423.5
Permanência da taxação mantém os ganhos nos preços do café na manhã desta 3ª feira (18),2025-11-18 09:54:00,1,0,0,0,0,0,-0.3459719381049745,-3.5463868793830193,-34.638977120498325,0.0030896933281932978,468.0,467.5,462.9,420.5
Tarifas substanciais dos EUA consolidam os fortes ganhos do café robusta nesta 2ª feira (17),2025-11-17 17:35:00,0,1,1,0,0,0,4.231615293824261,-1.3995332657999535,-28.82634409705072,0.0030865012287130873,464.0,470.1,462.0,424.5
Média de embarques e faturamento do café torrado recua significativamente até 2ª semana de novembro/25,2025-11-17 17:14:00,0,1,1,0,0,0,4.231615293824261,-1.3995332657999535,-28.82634409705072,0.0030865012287130873,464.0,470.1,462.0,424.5
"Mudança na tarifa de café de Trump ajuda torrefadores dos EUA, mas prejudica Brasil",2025-11-17 16:42:00,0,1,1,0,0,0,4.231615293824261,-1.3995332657999535,-28.82634409705072,0.0030865012287130873,464.0,470.1,462.0,424.5
"Mesmo com redução, taxa de 40% segue pesando na competitividade do café brasileiro nos EUA",2025-11-17 16:09:00,0,1,1,0,0,0,4.231615293824261,-1.3995332657999535,-28.82634409705072,0.0030865012287130873,464.0,470.1,462.0,424.5
Café: Permanência da taxação americana impulsiona ganhos de mais de 6% em Londres na tarde desta 2ª feira (17),2025-11-17 15:00:00,0,1,1,0,0,0,2.465079085319691,-1.6770797045244632,-31.57870088614809,0.003101798634410238,466.42,470.0,464.0,422.9
"Tarifaço mantém pressão sobre o mercado cafeeiro, que busca novo rumo diante incertezas comerciais",2025-11-17 10:57:00,0,1,1,0,0,0,6.028687347983415,-1.9514925049345626,-21.911289085661657,0.003192710059035051,462.07,471.05,459.2,430.85
EUA: Cecafé pede atenção às diferenças de tarifas dos EUA que incidem sobre o café do BR para isenção,2025-11-14 20:16:00,0,1,0,0,0,0,3.7591575295100865,-3.8023032044601077,-11.451936279854985,0.003018528515535852,465.31,470.62,460.0,449.5
"Pelo terceiro dia consecutivo, preços do café encerram sessão registrando fortes baixas nas bolsas internacionais",2025-11-14 17:02:00,0,1,0,0,0,0,3.7591575295100865,-3.8023032044601077,-11.451936279854985,0.003018528515535852,465.31,470.62,460.0,449.5
"Safras & Mercado projeta aumento de 10,5% na colheita de café do Brasil em 2026",2025-11-14 16:38:00,0,1,0,0,0,0,3.7591575295100865,-3.8023032044601077,-11.451936279854985,0.003018528515535852,465.31,470.62,460.0,449.5
Especulações otimistas no cenário cafeeiro mantém preços em baixa na manhã desta 6ª feira (14),2025-11-14 09:45:00,0,1,0,0,0,0,12.493534871949617,-3.4107980648312806,-3.1828547569975743,0.0029289346273503624,453.71,470.62,449.2,449.5
Possível isenção ou redução das tarifas americanas sobre o café brasileiro consolida novas baixas nas bolsas internacionais,2025-11-13 17:23:00,0,1,0,0,0,0,6.707004924434715,-9.809144283368301,-10.474540943218273,0.0026723509496605863,462.26,470.62,450.3,449.5
Agrobom e Cooxupé unem forças em parceria estratégica para fortalecer o agronegócio,2025-11-13 12:44:00,0,0,0,0,0,0,-8.886803324231446,-13.929245345652154,-14.569551312825647,0.0027770682876818646,468.06,456.65,450.3,449.5
Região do Cerrado Mineiro se prepara para celebrar a 13ª edição do prêmio que valoriza os melhores cafés de origem controlada do Brasil,2025-11-13 12:02:00,0,0,0,0,0,0,-10.434353441002878,-12.470949930807336,-13.11477712913455,0.0027618798964553805,466.08,452.84,450.3,449.5
StoneX vê possível recorde para safra de café do Brasil em 2026,2025-11-13 11:12:00,0,0,0,0,0,0,-7.917361555753941,-12.861161733946401,-13.4928936878708,0.002814759305437729,466.9,456.61,450.3,449.5
“Vivenciando a Prática: Café” conecta estudantes à cadeia exportadora do produto,2025-11-13 10:42:00,0,0,0,0,0,0,-7.672837091633563,-10.53074380853605,-11.177889499270272,0.0027477172780577537,463.52,453.85,450.3,449.5
Preços do café seguem em queda diante perspectiva de redução da taxação americana,2025-11-13 10:21:00,0,0,0,0,0,0,-8.32089535432292,-10.123956149056367,-10.76721632929905,0.0027643144258986375,463.08,452.55,450.3,449.5
Café: Perspectiva de redução da taxação consolida baixas de mais de 5% nas bolsas no fechamento desta 4ª feira (12),2025-11-12 17:00:00,0,0,0,0,0,0,-8.428793797763223,-12.504904368763937,-13.14848011712586,0.0027629589840464713,466.13,455.4,450.3,449.5
"Exportação de café do Brasil cai 20% em outubro diante de tarifas dos EUA, aponta Cecafé",2025-11-12 16:30:00,0,0,0,0,0,0,-8.428793797763223,-12.504904368763937,-13.14848011712586,0.0027629589840464713,466.13,455.4,450.3,449.5
NOTA OFICIAL CNC: Secretário do Tesouro dos EUA diz que país deve reduzir taxação dos cafés do Brasil,2025-11-12 16:29:00,0,0,0,0,0,0,-8.428793797763223,-12.504904368763937,-13.14848011712586,0.0027629589840464713,466.13,455.4,450.3,449.5
"Brasil exporta 4,141 milhões de sacas de café em outubro",2025-11-12 16:24:00,0,0,0,0,0,0,-8.428793797763223,-12.504904368763937,-13.14848011712586,0.0027629589840464713,466.13,455.4,450.3,449.5
"O Vietnã vislumbra um acordo tarifário em breve, enquanto os EUA buscam reduzir seu enorme déficit comercial",2025-11-12 14:24:00,0,0,0,0,0,0,-4.028597775287762,-2.793004422078095,-10.146587188311855,0.0028100777484722835,468.16,462.89,464.5,455.0
"Safra de café 2026/27 no Brasil deve avançar 13,5% e chegar a 70,7 milhões de sacas",2025-11-12 14:11:00,0,0,0,0,0,0,-4.2206188277577565,-5.253039724819872,-12.057630162685669,0.0028222244818052657,469.56,464.0,462.65,453.85
Preços do café despencam com EUA prontos a reduzir tarifas,2025-11-12 13:17:00,0,0,1,0,0,0,-2.359890610185721,-1.7962005331793551,-11.49058505907502,0.0028838528992264304,470.33,467.14,467.9,455.0
Mercado do café trabalhava com recuo de mais de 2% na manhã desta 4ª feira (12),2025-11-12 10:29:00,0,0,0,0,0,0,-8.87969386085733,-8.38345986157958,-11.460128759495714,0.0029541704547252617,475.84,463.52,464.2,460.0
Café/Cepea: Clima tem favorecido lavouras de arábica,2025-11-12 08:17:00,0,0,0,0,0,0,-21.028837951042547,-16.94976722579347,-24.216555902121442,0.0026899633254938663,492.03,464.97,470.1,461.0
Trump diz que governo reduzirá algumas tarifas sobre o café,2025-11-12 08:03:00,0,0,0,0,0,0,-21.028837951042547,-16.94976722579347,-24.216555902121442,0.0026899633254938663,492.03,464.97,470.1,461.0
"Estoques baixos na ICE mantêm preços do arábica em alta, mas cenário pode mudar com novos embarques e clima favorável",2025-11-11 17:19:00,0,0,0,0,0,0,-21.028837951042547,-16.94976722579347,-24.216555902121442,0.0026899633254938663,492.03,464.97,470.1,461.0
Preços do café encerram mais uma sessão em lados opostos nas bolsas internacionais,2025-11-11 17:02:00,0,0,0,0,0,0,-21.028837951042547,-16.94976722579347,-24.216555902121442,0.0026899633254938663,492.03,464.97,470.1,461.0
Cooxupé inicia ranking de cafés especiais colhidos na safra 2025,2025-11-11 10:45:00,0,0,0,0,0,0,-8.602075550083832,-9.601753091511679,-15.713050142489703,0.0028070213649812603,486.23,474.63,473.3,465.25
Preços do café recuam nas bolsas internacionais na manhã desta 3ª feira (11),2025-11-11 10:02:00,1,0,0,0,0,0,-0.7294648067162154,-9.83024412790669,-17.907139134490016,0.0027418783558204166,485.46,484.49,472.55,462.2
Preocupação com oferta consolida ganhos do café arábica no fechamento desta 2ª feira (10),2025-11-10 17:21:00,1,0,0,0,0,0,-0.97650050070794,-15.210453180062842,-19.898518116373452,0.002758326697246072,487.01,485.7,467.0,461.0
Média de embarques do café não torrado e torrado na 1ª semana de novembro/25 é positiva,2025-11-10 16:51:00,1,0,0,0,0,0,-0.97650050070794,-15.210453180062842,-19.898518116373452,0.002758326697246072,487.01,485.7,467.0,461.0
Safra 2025: cafés recebidos pela Coopercam surpreendem pela qualidade,2025-11-10 10:26:00,1,1,0,0,0,0,0.48136523802731235,-10.95514332923842,-17.35612575286993,0.002921835399904849,483.14,483.82,467.92,459.25
Clima nos principais países produtores mantém preços do café pressionados e voláteis,2025-11-10 09:29:00,1,0,0,0,0,0,-1.7150995307948815,-10.409707815977338,-20.714717229394264,0.0029680134673847045,484.49,482.03,469.75,455.6
Produção de café da Colômbia cai em outubro em relação ao ano anterior,2025-11-07 17:14:00,0,1,0,0,0,0,3.8586784759029658,-8.169472181821309,-13.957030263584242,0.002820519467949415,481.59,486.86,470.62,463.0
Café: Mercado tem dia de retomada e tem altas fortes em NY e Londres nesta 6ª feira,2025-11-07 16:24:00,0,1,0,0,0,0,3.8586784759029658,-8.169472181821309,-13.957030263584242,0.002820519467949415,481.59,486.86,470.62,463.0
Café impulsiona desenvolvimento econômico em Minas Gerais,2025-11-07 13:33:00,0,1,0,0,0,0,4.577697244514109,-15.007153741341597,-12.723995863366518,0.0029043142206789125,480.43,486.86,459.94,463.0
Granizo causa estragos em lavouras de café do Sul de Minas e preocupa produtores,2025-11-07 12:05:00,0,1,0,0,0,0,5.908338643343403,-19.38130174546803,-11.634906661069733,0.002864324842017652,478.69,486.86,452.84,463.0
"Com consumo nacional tendo leve recuo, setor do café aposta em diversificação de produtos e penetração de mercado pelo país",2025-11-07 07:15:00,0,1,0,0,0,0,11.119633564339656,-13.041524951883181,-7.055204398352917,0.002764786868426952,472.12,486.86,455.4,463.0
"Café: Bolsas de NY e Londres fecham 5ª feira com mais de 3% de baixa, apesar de preocupações com o clima",2025-11-06 17:31:00,0,1,0,0,0,0,11.119633564339656,-13.041524951883181,-7.055204398352917,0.002764786868426952,472.12,486.86,455.4,463.0
Parceria tem o objetivo de desenvolver e fortalecer a cafeicultura regenerativa,2025-11-06 13:31:00,0,1,0,0,0,0,4.740114731675651,-4.107760153279341,-6.70531844252637,0.002833222918529998,471.88,478.26,466.42,463.0
Tufão Kalmaegi chega ao Vietnã e principais regiões produtoras de café devem ser afetadas,2025-11-06 12:43:00,1,1,0,0,0,0,1.4621526628456922,-6.465153090765877,-8.66970206518424,0.0028615169075387288,474.63,476.62,465.93,463.0
Microtorrefação em alta: Minas Gerais registra aumento de 48% em novos negócios nos primeiros oito meses de 2025,2025-11-06 12:15:00,1,1,0,0,0,0,1.6387091406267895,-6.1725149116805005,-10.00317873292505,0.0028374817653696533,476.33,478.55,468.06,463.0
"Café: Preços caem nas bolsas de NY e Londres, apesar de fundamentos ainda positivos",2025-11-06 10:55:00,1,1,0,0,0,0,1.0397527199697236,-4.118412150847163,-7.464134619453286,0.0029420859290195077,473.28,474.73,467.58,463.0
Plataforma Global do Café e Emater firmam Acordo de Cooperação para  Avanço da Cafeicultura Regenerativa,2025-11-06 09:26:00,1,0,0,0,0,0,-1.512603533676629,-9.510104361185231,-9.259694960844225,0.0030199560805827257,476.13,473.96,462.65,463.0
"Para driblar o tarifaço, setor do café mira em abertura de novos mercados e compradores internacionais que visitam a SIC",2025-11-06 06:00:00,0,0,0,0,0,0,-7.674241142327307,-12.591323358244043,-14.0792459465752,0.0028535310399428666,481.98,471.54,464.97,463.0
Café: Mercado tem nova dispara em NY nesta 4ª feira (5) e sobe até 3%,2025-11-05 17:42:00,0,0,0,0,0,0,-7.674241142327307,-12.591323358244043,-14.0792459465752,0.0028535310399428666,481.98,471.54,464.97,463.0
Traders enviam café brasileiro para bolsa ICE em meio à queda dos estoques,2025-11-05 15:08:00,0,0,0,0,0,0,-10.274713109275323,-12.393393900277761,-15.689869907982455,0.0028723233544794557,483.82,469.75,466.9,462.5
"Com reposicionamento da marca “Cafés do Brasil”, Semana Internacional do Café 2025 é inaugurada",2025-11-05 13:57:00,0,0,0,0,0,0,-10.298982733631581,-10.089911356807375,-16.31596399747442,0.002945512758108413,485.27,470.77,471.06,462.5
"Café: Futuros do arábica sobem mais de 1% em NY nesta 4ª feira, enquanto Londres cede",2025-11-05 12:21:00,0,0,0,0,0,0,-5.6803997074170365,-7.020297268275542,-12.774797772230059,0.0030409901838173215,482.9,474.63,472.7,464.5
"Café/Cepea: Em meio a cenário indefinido, preços oscilam com força",2025-11-05 07:58:00,0,1,0,1,0,0,4.354893757006076,10.843742904769897,-5.780249791266105,0.0028792177752146285,470.77,476.71,485.7,463.0
Cafeicultores do Estado do Rio estão entre os 150 melhores do Brasil no Coffee of the Year 2025,2025-11-04 13:29:00,0,1,0,1,0,0,4.671506247980944,6.15508839726424,-8.801727811713159,0.003007429601735306,478.5,485.27,487.44,466.0
Café: Bolsas operam ainda em alta nesta 3ª com clima adverso no Brasil e no Vietnã,2025-11-04 12:28:00,0,1,0,1,0,0,3.1321442508667166,6.591892314670709,-9.066156754567764,0.0029957379828439903,477.34,481.84,486.86,464.55
ABIC adota código da GS1 Brasil para facilitar gestão do café no varejo,2025-11-04 11:16:00,1,1,0,1,0,0,1.5349114999153486,4.556230003089719,-7.5064603045704,0.003017483195834483,478.21,480.43,484.83,467.5
"Começa nesta 4ª feria (5) a 13ª edição da Semana Internacional do Café, com o tema Café em Transformação – Inovação, Sustentabilidade e Oferta do Mercado Global",2025-11-04 10:41:00,1,0,0,1,0,0,-1.3586231394724104,5.250838557084591,-9.060138837794083,0.003051998631098525,478.5,476.52,486.23,465.45
Café: Futuros do arábica e do robusta fecham a 2ª feira (3) com altas de mais de 3% diante de preocupações com o clima,2025-11-03 17:47:00,0,1,0,1,0,0,3.4053718960940254,9.648102943785387,-6.681857805724154,0.0028921280880199133,472.85,477.53,486.23,463.8
Nasce a primeira lenda mundial do café especial do Brasil,2025-11-03 15:18:00,0,0,0,1,0,0,-2.963124186704216,9.606823724647882,-10.618985380023616,0.0029279347183346566,474.63,470.53,488.17,460.1
"Café inicia novembro em alta com arábica a 396,90 cents/lbp e robusta a US$ 4.550/t",2025-11-03 08:40:00,0,1,0,1,0,1,14.422063312069861,21.155747389009075,2.5325744985226213,0.002767857570040526,459.17,477.87,486.86,462.4
Preços do café robusta encerram sessão desta 6ª feira (31) com baixas de mais de 2%,2025-10-31 17:28:00,0,1,0,1,0,1,4.535051099520639,21.155747389009075,5.10182976192102,0.002767857570040526,459.17,464.97,486.86,465.7
Região do Cerrado Mineiro celebra 20 anos de Indicação Geográfica com experiências sensoriais e inovação na SIC 2025,2025-10-31 10:30:00,0,1,0,1,0,1,4.086767316484244,11.292449331019958,4.610233753982751,0.002996873340646157,459.31,464.97,475.12,465.7
Mercado cafeeiro mantém a volatilidade na manhã desta 6ª feira (31),2025-10-31 10:12:00,0,1,0,1,0,1,3.7344470251859017,10.570887062047317,4.253353001166337,0.0030232116874322505,459.75,464.97,474.68,465.7
Tecon Santos 10: usuários de carga cobram celeridade e leilão aberto e irrestrito,2025-10-30 17:47:00,0,1,0,1,0,1,3.364626743118601,8.07177534734102,3.89091668274661,0.0029807953622885868,460.33,464.97,471.54,465.7
Café: Baixos estoques consolidam altas moderadas dos futuros no fechamento desta 5ª feira (30),2025-10-30 17:45:00,0,1,0,1,0,1,3.364626743118601,8.07177534734102,3.89091668274661,0.0029807953622885868,460.33,464.97,471.54,465.7
"‘Cafés do Brasil’ apresentará novo posicionamento setorial para fortalecimento da marca, na SIC, em Belo Horizonte",2025-10-30 16:40:00,0,1,0,1,0,1,3.364626743118601,8.07177534734102,3.89091668274661,0.0029807953622885868,460.33,464.97,471.54,465.7
Preços do café seguem voláteis e voltam a recuar nas bolsas internacionais na manhã desta 5ª feira (30),2025-10-30 10:10:00,0,1,0,1,0,1,3.23097782508045,13.300473076959861,7.08460586196392,0.0033368001220741277,454.82,459.75,475.46,465.7
Torrefadores dos EUA consomem estoques de café à espera de acordo comercial com Brasil,2025-10-30 09:13:00,1,1,0,1,0,1,1.0909014797217431,15.305054530626425,6.931654258123741,0.0035024441561009667,454.53,456.27,479.56,465.7
Queda nos estoques de café consolida fortes ganhos nos preços no fechamento desta 4ª feira (29),2025-10-29 17:30:00,0,0,0,1,0,1,-3.749821800351509,10.638943823139666,3.287057778408954,0.003178325862815468,460.86,455.4,476.71,465.7
"Em movimento de ajustes, preços do café passam a trabalhar com ganhos na tarde desta 4ª feira (29)",2025-10-29 14:18:00,0,1,0,1,0,1,3.2370188700412403,16.60236116667576,10.060793537594792,0.0032530547652132296,456.27,461.1,481.59,471.45
Mercado cafeeiro seguia em lados opostos nas bolsas internacionais na manhã desta 4ª feira (29),2025-10-29 10:01:00,1,1,0,1,0,1,1.1501127782652716,11.332385154706754,11.372467834567768,0.0037014300535040084,452.4,454.33,471.78,471.85
"Exportação de café de Uganda aumentou 59% em setembro com safra abundante, diz governo",2025-10-29 08:48:00,0,0,0,1,0,1,-3.0718056662076574,13.822912078798577,12.060025363800337,0.0030730561357609184,457.67,453.37,477.53,474.95
Café/Cepea: Produtor aguarda mais chuvas para bom desenvolvimento da safra,2025-10-29 08:09:00,0,0,0,1,0,1,-3.0718056662076574,13.822912078798577,12.060025363800337,0.0030730561357609184,457.67,453.37,477.53,474.95
Especialistas apontam irrigação como peça-chave para o futuro do café brasileiro,2025-10-28 17:56:00,0,0,0,1,0,1,-3.0718056662076574,13.822912078798577,12.060025363800337,0.0030730561357609184,457.67,453.37,477.53,474.95
Preços do café encerram sessão desta 3ª feira (28) em lados opostos nas bolsas internacionais,2025-10-28 17:23:00,0,0,0,1,0,1,-3.0718056662076574,13.822912078798577,12.060025363800337,0.0030730561357609184,457.67,453.37,477.53,474.95
Faturamento dos embarques de café não torrado até a 4ª semana de outubro/25 fecha em US$ 1 bi,2025-10-28 16:51:00,0,0,0,1,0,1,-3.0718056662076574,13.822912078798577,12.060025363800337,0.0030730561357609184,457.67,453.37,477.53,474.95
